id,lang,text,reading_kana,meaning_ja,tts_text,tts_lang,hint,example,quiz_flags,tags,meta
78,zh,喜欢,シーファン,好き,,,動詞,,,好き嫌い,
79,zh,我喜欢...,ウォーシーファン,...が好き,,,1人称,,,好き嫌い,
80,zh,好,ハオ,良い,,,形容詞,,,形容詞,
81,zh,不好,ブーハオ,悪い,,,形容詞,,,形容詞,
82,zh,大,ダー,大きい,,,形容詞,,,形容詞,
83,zh,小,シャオ,小さい,,,形容詞,,,形容詞,
84,zh,漂亮,ピャオリャン,きれい,,,形容詞,,,形容詞,
85,zh,贵,グイ,高い（値段）,,,形容詞,,,形容詞,
86,zh,便宜,ピエンイー,安い,,,形容詞,,,形容詞,
87,zh,新,シン,新しい,,,形容詞,,,形容詞,
88,zh,旧,ジウ,古い,,,形容詞,,,形容詞,
89,zh,什么?,シェンマ,何？,,,質問詞,,,質問,
90,zh,谁?,シェイ,誰？,,,質問詞,,,質問,
91,zh,哪里?,ナーリー,どこ？,,,質問詞,,,質問,
92,zh,什么时候?,シェンマシーホウ,いつ？,,,質問詞,,,質問,
93,zh,怎么?,ゼンマ,どう？,,,質問詞,,,質問,
94,zh,多少?,ドゥオシャオ,いくつ？,,,質問詞,,,質問,
95,zh,为什么?,ウェイシェンマ,なぜ？,,,質問詞,,,質問,
96,zh,这是什么?,ジェーシーシェンマ,これは何？,,,基本質問,,,質問,
97,zh,我明白了,ウォーミンバイラ,わかりました,,,理解,,,応答,
98,zh,我不明白,ウォーブーミンバイ,わかりません,,,不理解,,,応答,
99,zh,妈妈,マーマー,お母さん,,,家族,,,家族,
100,zh,爸爸,バーバー,お父さん,,,家族,,,家族,
101,zh,朋友,ポンヨウ,友達,,,人,,,家族,
102,zh,哥哥,コーコー,兄,,,家族,,,家族,
103,zh,姐姐,ジエジエ,姉,,,家族,,,家族,
104,zh,弟弟,ディーディー,弟,,,家族,,,家族,
105,zh,妹妹,メイメイ,妹,,,家族,,,家族,
106,zh,爷爷,イエイエ,おじいさん,,,家族,,,家族,
107,zh,奶奶,ナイナイ,おばあさん,,,家族,,,家族,
108,zh,老师,ラオシー,先生,,,人,,,語彙,
109,zh,学生,シュエシェン,学生,,,人,,,語彙,
110,zh,狗,ゴウ,犬,,,動物,,,語彙,
111,zh,猫,マオ,猫,,,動物,,,語彙,
112,zh,鸟,ニャオ,鳥,,,動物,,,語彙,
113,zh,马,マー,馬,,,動物,,,語彙,
114,zh,牛,ニウ,牛,,,動物,,,語彙,
115,zh,鸡,ジー,鶏,,,動物,,,語彙,
116,zh,猪,ジュー,豚,,,動物,,,語彙,
117,zh,家,ジャー,家,,,場所,,,場所,
118,zh,学校,シュエシャオ,学校,,,場所,,,場所,
119,zh,公司,ゴンスー,会社,,,場所,,,場所,
120,zh,医院,イーユエン,病院,,,場所,,,場所,
121,zh,机场,ジーチャン,空港,,,場所,,,場所,
122,zh,车站,チョージャン,駅,,,場所,,,場所,
123,zh,银行,インハン,銀行,,,場所,,,場所,
124,zh,商店,シャンディエン,店,,,場所,,,場所,
125,zh,超市,チャオシー,スーパー,,,場所,,,場所,
126,zh,酒店,ジウディエン,ホテル,,,場所,,,場所,
127,zh,餐厅,ツァンティン,レストラン,,,場所,,,場所,
128,zh,厕所,ツァースオ,トイレ,,,場所,,,場所,
129,zh,公园,ゴンユエン,公園,,,場所,,,場所,
130,zh,图书馆,トゥーシューグァン,図書館,,,場所,,,場所,
131,zh,书店,シューディエン,本屋,,,場所,,,場所,
132,zh,邮局,ヨウジュー,郵便局,,,場所,,,場所,
133,zh,去,チュー,行く,,,動詞,,,動詞,
134,zh,来,ライ,来る,,,動詞,,,動詞,
135,zh,看,カン,見る,,,動詞,,,動詞,
136,zh,听,ティン,聞く,,,動詞,,,動詞,
137,zh,说,シュオ,話す,,,動詞,,,動詞,
138,zh,读,ドゥー,読む,,,動詞,,,動詞,
139,zh,写,シエ,書く,,,動詞,,,動詞,
140,zh,买,マイ,買う,,,動詞,,,動詞,
141,zh,卖,マイ,売る,,,動詞,,,動詞,
142,zh,给,ゲイ,あげる,,,動詞,,,動詞,
143,zh,做,ズオ,する/作る,,,動詞,,,動詞,
144,zh,工作,ゴンズオ,働く,,,動詞,,,動詞,
145,zh,学习,シュエシー,勉強する,,,動詞,,,動詞,
146,zh,睡觉,シュイジャオ,寝る,,,動詞,,,動詞,
147,zh,起床,チーチュアン,起きる,,,動詞,,,動詞,
148,zh,坐,ズオ,座る,,,動詞,,,動詞,
149,zh,站,ジャン,立つ,,,動詞,,,動詞,
150,zh,走,ゾウ,歩く,,,動詞,,,動詞,
151,zh,跑,パオ,走る,,,動詞,,,動詞,
152,zh,游泳,ヨウヨン,泳ぐ,,,動詞,,,動詞,
153,zh,唱歌,チャンゴー,歌う,,,動詞,,,動詞,
154,zh,跳舞,ティャオウー,踊る,,,動詞,,,動詞,
155,zh,哭,クー,泣く,,,動詞,,,動詞,
156,zh,笑,シャオ,笑う,,,動詞,,,動詞,
157,zh,知道,ジーダオ,知る,,,動詞,,,動詞,
158,zh,不知道,ブージーダオ,知らない,,,動詞,,,動詞,
159,zh,想,シャン,思う/〜したい,,,動詞,,,動詞,
160,zh,等,ドン,待つ,,,動詞,,,動詞,
161,zh,红色,ホンスー,赤,,,色,,,色,
162,zh,蓝色,ランスー,青,,,色,,,色,
163,zh,黄色,ファンスー,黄色,,,色,,,色,
164,zh,绿色,リュースー,緑,,,色,,,色,
165,zh,黑色,ヘイスー,黒,,,色,,,色,
166,zh,白色,バイスー,白,,,色,,,色,
167,zh,橙色,チョンスー,オレンジ,,,色,,,色,
168,zh,紫色,ズースー,紫,,,色,,,色,
169,zh,粉色,フェンスー,ピンク,,,色,,,色,
170,zh,灰色,フイスー,灰色,,,色,,,色,
171,zh,棕色,ゾンスー,茶色,,,色,,,色,
172,zh,天空,ティエンコン,空,,,自然,,,自然,
173,zh,大海,ダーハイ,海,,,自然,,,自然,
174,zh,山,シャン,山,,,自然,,,自然,
175,zh,河,フー,川,,,自然,,,自然,
176,zh,花,ファー,花,,,自然,,,自然,
177,zh,树,シュー,木,,,自然,,,自然,
178,zh,星星,シンシン,星,,,自然,,,自然,
179,zh,月亮,ユエリャン,月,,,自然,,,自然,
180,zh,太阳,タイヤン,太陽,,,自然,,,自然,
181,zh,头,トウ,頭,,,体,,,体,
182,zh,眼睛,イエンジン,目,,,体,,,体,
183,zh,鼻子,ビーズ,鼻,,,体,,,体,
184,zh,嘴,ズイ,口,,,体,,,体,
185,zh,耳朵,アルドゥオ,耳,,,体,,,体,
186,zh,手,ショウ,手,,,体,,,体,
187,zh,脚,ジャオ,足,,,体,,,体,
188,zh,心,シン,心,,,体,,,体,
189,zh,小时,シャオシー,時間,,,時間,,,時間,
190,zh,分钟,フェンジョン,分,,,時間,,,時間,
191,zh,秒,ミャオ,秒,,,時間,,,時間,
192,zh,上午,シャンウー,午前,,,時間,,,時間,
193,zh,下午,シアウー,午後,,,時間,,,時間,
194,zh,晚上,ワンシャン,夜,,,時間,,,時間,
195,zh,现在,シエンザイ,今,,,時間,,,時間,
196,zh,总是,ゾンシー,いつも,,,頻度,,,時間,
197,zh,有时候,ヨウシーホウ,時々,,,頻度,,,時間,
198,zh,很多,ヘンドゥオ,たくさん,,,程度,,,副詞,
199,zh,一点,イーディエン,少し,,,程度,,,副詞,
200,zh,快,クアイ,早く,,,程度,,,副詞,
201,zh,慢,マン,ゆっくり,,,程度,,,副詞,
202,zh,一起,イーチー,一緒に,,,程度,,,副詞,
203,zh,一个人,イーグレン,一人で,,,程度,,,副詞,
204,zh,电话,ディエンファ,電話,,,物,,,語彙,
205,zh,电脑,ディエンナオ,パソコン,,,物,,,語彙,
206,zh,书,シュー,本,,,物,,,語彙,
207,zh,报纸,バオジー,新聞,,,物,,,語彙,
208,zh,杂志,ザージー,雑誌,,,物,,,語彙,
209,zh,电影,ディエンイン,映画,,,物,,,語彙,
210,zh,音乐,インユエ,音楽,,,物,,,語彙,
211,zh,照片,ジャオピエン,写真,,,物,,,語彙,
212,zh,钱,チエン,お金,,,物,,,語彙,
213,zh,钱包,チエンバオ,財布,,,物,,,語彙,
214,zh,钥匙,ヤオシー,鍵,,,物,,,語彙,
215,zh,包,バオ,カバン,,,物,,,語彙,
216,zh,伞,サン,傘,,,物,,,語彙,
217,zh,表,ビャオ,時計,,,物,,,語彙,
218,zh,眼镜,イエンジン,眼鏡,,,物,,,語彙,
219,zh,衣服,イーフー,服,,,物,,,語彙,
220,zh,鞋子,シエズ,靴,,,物,,,語彙,
221,zh,帽子,マオズ,帽子,,,物,,,語彙,
222,zh,我爱你,ウォーアイニー,愛してる,,,感情,,,感情,
223,zh,高兴,ガオシン,嬉しい,,,感情,,,感情,
224,zh,难过,ナングオ,悲しい,,,感情,,,感情,
225,zh,生气,ションチー,怒っている,,,感情,,,感情,
226,zh,累,レイ,疲れた,,,感情,,,感情,
227,zh,饱,バオ,お腹いっぱい,,,感情,,,感情,
228,zh,无聊,ウーリャオ,暇/つまらない,,,感情,,,感情,
229,zh,害怕,ハイパー,怖い,,,感情,,,感情,
230,zh,难,ナン,難しい,,,形容詞,,,形容詞,
231,zh,容易,ロンイー,簡単,,,形容詞,,,形容詞,
232,zh,有意思,ヨウイース,面白い,,,形容詞,,,形容詞,
233,zh,没意思,メイイース,つまらない,,,形容詞,,,形容詞,
234,zh,长,チャン,長い,,,形容詞,,,形容詞,
235,zh,短,ドゥアン,短い,,,形容詞,,,形容詞,
236,zh,宽,クアン,広い,,,形容詞,,,形容詞,
237,zh,窄,ジャイ,狭い,,,形容詞,,,形容詞,
238,zh,高,ガオ,高い,,,形容詞,,,形容詞,
239,zh,低,ディー,低い,,,形容詞,,,形容詞,
240,zh,快,クアイ,速い,,,形容詞,,,形容詞,
241,zh,慢,マン,遅い,,,形容詞,,,形容詞,
242,zh,近,ジン,近い,,,方向,,,方向,
243,zh,远,ユエン,遠い,,,方向,,,方向,
244,zh,上,シャン,上,,,方向,,,方向,
245,zh,下,シア,下,,,方向,,,方向,
246,zh,前,チエン,前,,,方向,,,方向,
247,zh,后,ホウ,後ろ,,,方向,,,方向,
248,zh,左,ズオ,左,,,方向,,,方向,
249,zh,右,ヨウ,右,,,方向,,,方向,
250,zh,这里,ジェーリー,ここ,,,方向,,,方向,
