id,lang,text,reading_kana,meaning_ja,tts_text,tts_lang,hint,example,quiz_flags,tags,meta
26,id,Salam kenal,サラムクナル,はじめまして,,,初対面,,,自己紹介,
27,id,Senin,スニン,月曜日,,,,,,曜日,
28,id,Selasa,スラサ,火曜日,,,,,,曜日,
29,id,Rabu,ラブ,水曜日,,,,,,曜日,
30,id,Kamis,カミス,木曜日,,,,,,曜日,
31,id,Jumat,ジュマット,金曜日,,,,,,曜日,
32,id,Sabtu,サブトゥ,土曜日,,,,,,曜日,
33,id,Minggu,ミング,日曜日,,,,,,曜日,
34,id,hari ini,ハリイニ,今日,,,,,,曜日,
35,id,besok,ベソッ,明日,,,,,,曜日,
36,id,kemarin,クマリン,昨日,,,,,,曜日,
37,id,nol,ノル,0,,,,,,数字,
38,id,satu,サトゥ,1,,,,,,数字,
39,id,dua,ドゥア,2,,,,,,数字,
40,id,tiga,ティガ,3,,,,,,数字,
41,id,empat,ウンパット,4,,,,,,数字,
42,id,lima,リマ,5,,,,,,数字,
43,id,enam,ウナム,6,,,,,,数字,
44,id,tujuh,トゥジュ,7,,,,,,数字,
45,id,delapan,ドゥラパン,8,,,,,,数字,
46,id,sembilan,スンビラン,9,,,,,,数字,
47,id,sepuluh,スプル,10,,,,,,数字,
48,id,cerah,チュラ,晴れ,,,天気,,,天気,
49,id,mendung,ムンドゥン,曇り,,,天気,,,天気,
50,id,hujan,フジャン,雨,,,天気,,,天気,
51,id,panas,パナス,暑い,,,気温,,,天気,
52,id,dingin,ディンギン,寒い,,,気温,,,天気,
53,id,makan,マカン,食べる,,,動詞,,,食べ物,
54,id,minum,ミヌム,飲む,,,動詞,,,食べ物,
55,id,Saya lapar,サヤラパル,お腹すいた,,,,,,食べ物,
56,id,Saya haus,サヤハウス,喉が渇いた,,,,,,食べ物,
57,id,Selamat makan!,スラマッマカン,いただきます,,,食事の挨拶,,,食べ物,
58,id,Enak!,エナッ,おいしい！,,,,,,食べ物,
59,id,air,アイル,水,,,,,,食べ物,
60,id,kopi,コピ,コーヒー,,,,,,食べ物,
61,id,teh,テ,紅茶,,,,,,食べ物,
62,id,susu,スス,牛乳,,,,,,食べ物,
63,id,bir,ビル,ビール,,,,,,食べ物,
64,id,roti,ロティ,パン,,,,,,食べ物,
65,id,nasi,ナシ,ご飯,,,,,,食べ物,
66,id,daging,ダギン,肉,,,,,,食べ物,
67,id,ikan,イカン,魚,,,,,,食べ物,
68,id,sayur,サユル,野菜,,,,,,食べ物,
69,id,buah,ブア,果物,,,,,,食べ物,
70,id,sarapan,サラパン,朝食,,,,,,食べ物,
71,id,makan siang,マカンシアン,昼食,,,,,,食べ物,
72,id,makan malam,マカンマラム,夕食,,,,,,食べ物,
73,id,suka,スカ,好き,,,動詞,,,好き嫌い,
74,id,Saya suka...,サヤスカ,...が好き,,,1人称,,,好き嫌い,
75,id,bagus,バグス,良い,,,形容詞,,,形容詞,
76,id,jelek,ジュレッ,悪い,,,形容詞,,,形容詞,
77,id,besar,ブサル,大きい,,,形容詞,,,形容詞,
78,id,kecil,クチル,小さい,,,形容詞,,,形容詞,
79,id,cantik,チャンティッ,きれい,,,形容詞,,,形容詞,
80,id,mahal,マハル,高い（値段）,,,形容詞,,,形容詞,
81,id,murah,ムラ,安い,,,形容詞,,,形容詞,
82,id,baru,バル,新しい,,,形容詞,,,形容詞,
83,id,lama,ラマ,古い,,,形容詞,,,形容詞,
84,id,Apa?,アパ,何？,,,質問詞,,,質問,
85,id,Siapa?,シアパ,誰？,,,質問詞,,,質問,
86,id,Di mana?,ディマナ,どこ？,,,質問詞,,,質問,
87,id,Kapan?,カパン,いつ？,,,質問詞,,,質問,
88,id,Bagaimana?,バガイマナ,どう？,,,質問詞,,,質問,
89,id,Berapa?,ブラパ,いくつ？,,,質問詞,,,質問,
90,id,Mengapa?,ムンガパ,なぜ？,,,質問詞,,,質問,
91,id,Apa ini?,アパイニ,これは何？,,,基本質問,,,質問,
92,id,Di mana...?,ディマナ,...はどこ？,,,場所質問,,,質問,
93,id,Saya mengerti,サヤムンゲルティ,わかりました,,,理解,,,応答,
94,id,Saya tidak mengerti,サヤティダッムンゲルティ,わかりません,,,不理解,,,応答,
95,id,Tidak ada masalah,ティダッアダマサラ,問題ないよ,,,承諾,,,応答,
96,id,ibu,イブ,お母さん,,,家族,,,家族,
97,id,ayah,アヤ,お父さん,,,家族,,,家族,
98,id,teman,トゥマン,友達,,,人,,,家族,
99,id,pergi,プルギ,行く,,,動詞,,,動詞,
100,id,Saya mau...,サヤマウ,...したい,,,希望,,,動詞,
101,id,rumah,ルマ,家,,,場所,,,場所,
102,id,kantor,カントル,オフィス,,,場所,,,場所,
103,id,sekolah,スコラ,学校,,,場所,,,場所,
104,id,universitas,ウニベルシタス,大学,,,場所,,,場所,
105,id,rumah sakit,ルマサキット,病院,,,場所,,,場所,
106,id,restoran,レストラン,レストラン,,,場所,,,場所,
107,id,toko,トコ,店,,,場所,,,場所,
108,id,pasar,パサール,市場,,,場所,,,場所,
109,id,stasiun,スタシウン,駅,,,場所,,,場所,
110,id,bandara,バンダラ,空港,,,場所,,,場所,
111,id,hotel,ホテル,ホテル,,,場所,,,場所,
112,id,bank,バンク,銀行,,,場所,,,場所,
113,id,masjid,マスジッド,モスク,,,場所,,,場所,
114,id,gereja,グレジャ,教会,,,場所,,,場所,
115,id,taman,タマン,公園,,,場所,,,場所,
116,id,pantai,パンタイ,ビーチ,,,場所,,,場所,
117,id,gunung,グヌン,山,,,自然,,,自然,
118,id,sungai,スンガイ,川,,,自然,,,自然,
119,id,laut,ラウト,海,,,自然,,,自然,
120,id,danau,ダナウ,湖,,,自然,,,自然,
121,id,pohon,ポホン,木,,,自然,,,自然,
122,id,bunga,ブンガ,花,,,自然,,,自然,
123,id,matahari,マタハリ,太陽,,,自然,,,自然,
124,id,bulan,ブラン,月,,,自然,,,自然,
125,id,bintang,ビンタン,星,,,自然,,,自然,
126,id,langit,ランギット,空,,,自然,,,自然,
127,id,anjing,アンジン,犬,,,動物,,,動物,
128,id,kucing,クチン,猫,,,動物,,,動物,
129,id,burung,ブルン,鳥,,,動物,,,動物,
130,id,ayam,アヤム,鶏,,,動物,,,動物,
131,id,sapi,サピ,牛,,,動物,,,動物,
132,id,kuda,クダ,馬,,,動物,,,動物,
133,id,babi,バビ,豚,,,動物,,,動物,
134,id,ular,ウラル,蛇,,,動物,,,動物,
135,id,gajah,ガジャ,象,,,動物,,,動物,
136,id,harimau,ハリマウ,虎,,,動物,,,動物,
137,id,monyet,モニェット,猿,,,動物,,,動物,
138,id,ikan hiu,イカンヒウ,サメ,,,動物,,,動物,
139,id,kakak,カカッ,兄/姉,,,家族,,,家族,
140,id,adik,アディッ,弟/妹,,,家族,,,家族,
141,id,anak,アナク,子供,,,家族,,,家族,
142,id,kakek,カケッ,祖父,,,家族,,,家族,
143,id,nenek,ネネッ,祖母,,,家族,,,家族,
144,id,suami,スアミ,夫,,,家族,,,家族,
145,id,istri,イストリ,妻,,,家族,,,家族,
146,id,om,オム,おじ,,,家族,,,家族,
147,id,tante,タンテ,おば,,,家族,,,家族,
148,id,merah,メラ,赤,,,色,,,色,
149,id,biru,ビル,青,,,色,,,色,
150,id,hijau,ヒジャウ,緑,,,色,,,色,
151,id,kuning,クニン,黄色,,,色,,,色,
152,id,putih,プティ,白,,,色,,,色,
153,id,hitam,ヒタム,黒,,,色,,,色,
154,id,coklat,チョクラット,茶色,,,色,,,色,
155,id,oranye,オランイェ,オレンジ,,,色,,,色,
156,id,merah muda,メラムダ,ピンク,,,色,,,色,
157,id,ungu,ウング,紫,,,色,,,色,
158,id,abu-abu,アブアブ,灰色,,,色,,,色,
159,id,datang,ダタン,来る,,,動詞,,,動詞,
160,id,bekerja,ブクルジャ,働く,,,動詞,,,動詞,
161,id,belajar,ブラジャル,勉強する,,,動詞,,,動詞,
162,id,membaca,ムンバチャ,読む,,,動詞,,,動詞,
163,id,menulis,ムヌリス,書く,,,動詞,,,動詞,
164,id,berbicara,ブルビチャラ,話す,,,動詞,,,動詞,
165,id,mendengar,ムンドゥンガル,聞く,,,動詞,,,動詞,
166,id,melihat,ムリハット,見る,,,動詞,,,動詞,
167,id,membeli,ムンブリ,買う,,,動詞,,,動詞,
168,id,menjual,ムンジュアル,売る,,,動詞,,,動詞,
169,id,tidur,ティドゥル,寝る,,,動詞,,,動詞,
170,id,bangun,バングン,起きる,,,動詞,,,動詞,
171,id,jalan,ジャラン,歩く,,,動詞,,,動詞,
172,id,lari,ラリ,走る,,,動詞,,,動詞,
173,id,berenang,ブルナン,泳ぐ,,,動詞,,,動詞,
174,id,menari,ムナリ,踊る,,,動詞,,,動詞,
175,id,menyanyi,ムニャニ,歌う,,,動詞,,,動詞,
176,id,bermain,ブルマイン,遊ぶ,,,動詞,,,動詞,
177,id,masak,マサッ,料理する,,,動詞,,,動詞,
178,id,kepala,クパラ,頭,,,体,,,体,
179,id,wajah,ワジャ,顔,,,体,,,体,
180,id,mata,マタ,目,,,体,,,体,
181,id,telinga,トゥリンガ,耳,,,体,,,体,
182,id,hidung,ヒドゥン,鼻,,,体,,,体,
183,id,mulut,ムルット,口,,,体,,,体,
184,id,gigi,ギギ,歯,,,体,,,体,
185,id,lidah,リダ,舌,,,体,,,体,
186,id,tangan,タンガン,手,,,体,,,体,
187,id,jari,ジャリ,指,,,体,,,体,
188,id,lengan,ルンガン,腕,,,体,,,体,
189,id,kaki,カキ,足,,,体,,,体,
190,id,jantung,ジャントゥン,心臓,,,体,,,体,
191,id,perut,プルット,お腹,,,体,,,体,
192,id,dua puluh,ドゥアプル,20,,,数字,,,数字,
193,id,tiga puluh,ティガプル,30,,,数字,,,数字,
194,id,seratus,スラトゥス,100,,,数字,,,数字,
195,id,seribu,スリブ,1000,,,数字,,,数字,
196,id,Januari,ジャヌアリ,1月,,,月,,,月,
197,id,Februari,フェブルアリ,2月,,,月,,,月,
198,id,Maret,マレット,3月,,,月,,,月,
199,id,April,アプリル,4月,,,月,,,月,
200,id,Mei,メイ,5月,,,月,,,月,
201,id,Juni,ジュニ,6月,,,月,,,月,
202,id,Juli,ジュリ,7月,,,月,,,月,
203,id,Agustus,アグストゥス,8月,,,月,,,月,
204,id,September,セプテンバー,9月,,,月,,,月,
205,id,Oktober,オクトーバー,10月,,,月,,,月,
206,id,November,ノベンバー,11月,,,月,,,月,
207,id,Desember,デセンバー,12月,,,月,,,月,
208,id,Saya mau beli ini,サヤマウブリイニ,これを買いたい,,,ショッピング,,,買い物,
209,id,Berapa harganya?,ブラパハルガニャ,いくらですか？,,,ショッピング,,,買い物,
210,id,Terlalu mahal,トゥルラルマハル,高すぎる,,,ショッピング,,,買い物,
211,id,Ada...?,アダ,...ありますか？,,,ショッピング,,,買い物,
212,id,Minta bon,ミンタボン,お会計お願いします,,,レストラン,,,買い物,
213,id,Bisa tolong...?,ビサトロン,...してもらえますか？,,,依頼,,,依頼,
214,id,Jam berapa?,ジャンブラパ,何時ですか？,,,時間,,,時間,
215,id,Jam...,ジャム,...時,,,時間,,,時間,
216,id,lusa,ルサ,明後日,,,時間,,,時間,
217,id,kemarin dulu,クマリンドゥル,おととい,,,時間,,,時間,
218,id,minggu,ミング,週,,,時間,,,時間,
219,id,bulan,ブラン,月（時間）,,,時間,,,時間,
220,id,tahun,タフン,年,,,時間,,,時間,
221,id,sekarang,スカラン,今,,,時間,,,時間,
222,id,nanti,ナンティ,後で,,,時間,,,時間,
223,id,sebelum,スブルム,前に,,,時間,,,時間,
224,id,pagi,パギ,朝,,,時間,,,時間,
225,id,siang,シアン,昼,,,時間,,,時間,
226,id,sore,ソレ,夕方,,,時間,,,時間,
227,id,malam,マラム,夜,,,時間,,,時間,
228,id,kiri,キリ,左,,,方向,,,方向,
229,id,kanan,カナン,右,,,方向,,,方向,
230,id,lurus,ルルス,まっすぐ,,,方向,,,方向,
231,id,belok,ブロック,曲がる,,,方向,,,方向,
232,id,dekat,デカット,近い,,,方向,,,方向,
233,id,jauh,ジャウ,遠い,,,方向,,,方向,
234,id,di sini,ディシニ,ここ,,,方向,,,方向,
235,id,di sana,ディサナ,あそこ,,,方向,,,方向,
236,id,pria,プリア,男性,,,人,,,人,
237,id,wanita,ワニタ,女性,,,人,,,人,
238,id,anak laki-laki,アナクラキラキ,男の子,,,人,,,人,
239,id,anak perempuan,アナクプレムプアン,女の子,,,人,,,人,
240,id,orang,オラン,人,,,人,,,人,
241,id,Boleh?,ボレ,...してもいいですか？,,,許可,,,依頼,
242,id,musin panas,ムシンパナス,夏,,,季節,,,天気,
243,id,musim dingin,ムシンディンギン,冬,,,季節,,,天気,
244,id,musim hujan,ムシンフジャン,雨季,,,季節,,,天気,
245,id,musim kemarau,ムシンクマラウ,乾季,,,季節,,,天気,
246,id,Permisi,プルミシ,すみません（通る時）,,,依頼,,,挨拶,
247,id,Silakan,シラカン,どうぞ,,,応答,,,挨拶,
248,id,Tunggu sebentar,トゥングセブンタル,ちょっと待って,,,依頼,,,依頼,
249,id,Sudah,スダ,もう〜した,,,完了,,,動詞,
250,id,Belum,ブルム,まだ〜してない,,,未完了,,,動詞,
