id,lang,text,reading_kana,meaning_ja,tts_text,tts_lang,hint,example,quiz_flags,tags,meta
109,es,oso,オソ,熊,,,動物,,,語彙,
110,es,león,レオン,ライオン,,,動物,,,語彙,
111,es,elefante,エレファンテ,象,,,動物,,,語彙,
112,es,ratón,ラトン,ねずみ,,,動物,,,語彙,
113,es,madre,マドレ,母,,,家族,,,家族,
114,es,padre,パドレ,父,,,家族,,,家族,
115,es,hermano,エルマノ,兄弟,,,家族,,,家族,
116,es,hermana,エルマナ,姉妹,,,家族,,,家族,
117,es,hijo,イホ,息子,,,家族,,,家族,
118,es,hija,イハ,娘,,,家族,,,家族,
119,es,abuelo,アブエロ,祖父,,,家族,,,家族,
120,es,abuela,アブエラ,祖母,,,家族,,,家族,
121,es,esposo,エスポソ,夫,,,家族,,,家族,
122,es,esposa,エスポサ,妻,,,家族,,,家族,
123,es,tío,ティオ,伯父,,,家族,,,家族,
124,es,tía,ティア,伯母,,,家族,,,家族,
125,es,primo,プリモ,いとこ（男）,,,家族,,,家族,
126,es,prima,プリマ,いとこ（女）,,,家族,,,家族,
127,es,amigo,アミゴ,友達（男）,,,関係,,,人間関係,
128,es,amiga,アミガ,友達（女）,,,関係,,,人間関係,
129,es,niño,ニーニョ,男の子,,,人,,,人間関係,
130,es,niña,ニーニャ,女の子,,,人,,,人間関係,
131,es,hombre,オンブレ,男性,,,人,,,人間関係,
132,es,mujer,ムヘル,女性,,,人,,,人間関係,
133,es,casa,カサ,家,,,場所,,,場所,
134,es,apartamento,アパルタメント,アパート,,,場所,,,場所,
135,es,oficina,オフィシナ,オフィス,,,場所,,,場所,
136,es,escuela,エスクエラ,学校,,,場所,,,場所,
137,es,universidad,ウニベルシダ,大学,,,場所,,,場所,
138,es,hospital,オスピタル,病院,,,場所,,,場所,
139,es,restaurante,レスタウランテ,レストラン,,,場所,,,場所,
140,es,tienda,ティエンダ,店,,,場所,,,場所,
141,es,supermercado,スーペルメルカド,スーパー,,,場所,,,場所,
142,es,biblioteca,ビブリオテカ,図書館,,,場所,,,場所,
143,es,estación,エスタシオン,駅,,,場所,,,場所,
144,es,aeropuerto,アエロプエルト,空港,,,場所,,,場所,
145,es,hotel,オテル,ホテル,,,場所,,,場所,
146,es,banco,バンコ,銀行,,,場所,,,場所,
147,es,iglesia,イグレシア,教会,,,場所,,,場所,
148,es,parque,パルケ,公園,,,場所,,,場所,
149,es,playa,プラヤ,ビーチ,,,場所,,,場所,
150,es,montaña,モンターニャ,山,,,自然,,,自然,
151,es,río,リオ,川,,,自然,,,自然,
152,es,mar,マル,海,,,自然,,,自然,
153,es,lago,ラゴ,湖,,,自然,,,自然,
154,es,árbol,アルボル,木,,,自然,,,自然,
155,es,flor,フロル,花,,,自然,,,自然,
156,es,sol,ソル,太陽,,,自然,,,自然,
157,es,luna,ルナ,月,,,自然,,,自然,
158,es,estrella,エストレジャ,星,,,自然,,,自然,
159,es,cielo,シエロ,空,,,自然,,,自然,
160,es,tierra,ティエラ,地球,,,自然,,,自然,
161,es,rojo,ロホ,赤,,,色,,,色,
162,es,azul,アスル,青,,,色,,,色,
163,es,verde,ベルデ,緑,,,色,,,色,
164,es,amarillo,アマリジョ,黄色,,,色,,,色,
165,es,blanco,ブランコ,白,,,色,,,色,
166,es,negro,ネグロ,黒,,,色,,,色,
167,es,marrón,マロン,茶色,,,色,,,色,
168,es,naranja,ナランハ,オレンジ,,,色,,,色,
169,es,rosa,ロサ,ピンク,,,色,,,色,
170,es,morado,モラド,紫,,,色,,,色,
171,es,gris,グリス,灰色,,,色,,,色,
172,es,ir,イル,行く,,,動詞,,,動詞,
173,es,venir,ベニル,来る,,,動詞,,,動詞,
174,es,trabajar,トラバハール,働く,,,動詞,,,動詞,
175,es,estudiar,エストゥディアル,勉強する,,,動詞,,,動詞,
176,es,leer,レエル,読む,,,動詞,,,動詞,
177,es,escribir,エスクリビル,書く,,,動詞,,,動詞,
178,es,hablar,アブラル,話す,,,動詞,,,動詞,
179,es,escuchar,エスクチャル,聞く,,,動詞,,,動詞,
180,es,ver,ベル,見る,,,動詞,,,動詞,
181,es,comprar,コンプラル,買う,,,動詞,,,動詞,
182,es,vender,ベンデル,売る,,,動詞,,,動詞,
183,es,dormir,ドルミル,寝る,,,動詞,,,動詞,
184,es,despertar,デスペルタル,起きる,,,動詞,,,動詞,
185,es,caminar,カミナル,歩く,,,動詞,,,動詞,
186,es,correr,コレル,走る,,,動詞,,,動詞,
187,es,nadar,ナダル,泳ぐ,,,動詞,,,動詞,
188,es,bailar,バイラル,踊る,,,動詞,,,動詞,
189,es,cantar,カンタル,歌う,,,動詞,,,動詞,
190,es,jugar,フガル,遊ぶ,,,動詞,,,動詞,
191,es,cocinar,コシナル,料理する,,,動詞,,,動詞,
192,es,limpiar,リンピアル,掃除する,,,動詞,,,動詞,
193,es,llegar,ジェガル,到着する,,,動詞,,,動詞,
194,es,salir,サリル,出る,,,動詞,,,動詞,
195,es,entrar,エントラル,入る,,,動詞,,,動詞,
196,es,cabeza,カベサ,頭,,,体,,,体,
197,es,cara,カラ,顔,,,体,,,体,
198,es,ojo,オホ,目,,,体,,,体,
199,es,oreja,オレハ,耳,,,体,,,体,
200,es,nariz,ナリス,鼻,,,体,,,体,
201,es,boca,ボカ,口,,,体,,,体,
202,es,diente,ディエンテ,歯,,,体,,,体,
203,es,lengua,レングア,舌,,,体,,,体,
204,es,mano,マノ,手,,,体,,,体,
205,es,dedo,デド,指,,,体,,,体,
206,es,brazo,ブラソ,腕,,,体,,,体,
207,es,pierna,ピエルナ,足,,,体,,,体,
208,es,pie,ピエ,足（先）,,,体,,,体,
209,es,corazón,コラソン,心臓,,,体,,,体,
210,es,estómago,エストマゴ,胃,,,体,,,体,
211,es,veinte,ベインテ,20,,,数字,,,数字,
212,es,treinta,トレインタ,30,,,数字,,,数字,
213,es,cuarenta,クアレンタ,40,,,数字,,,数字,
214,es,cincuenta,シンクエンタ,50,,,数字,,,数字,
215,es,cien,シエン,100,,,数字,,,数字,
216,es,mil,ミル,1000,,,数字,,,数字,
217,es,enero,エネロ,1月,,,月,,,月,
218,es,febrero,フェブレロ,2月,,,月,,,月,
219,es,marzo,マルソ,3月,,,月,,,月,
220,es,abril,アブリル,4月,,,月,,,月,
221,es,mayo,マヨ,5月,,,月,,,月,
222,es,junio,フニオ,6月,,,月,,,月,
223,es,julio,フリオ,7月,,,月,,,月,
224,es,agosto,アゴスト,8月,,,月,,,月,
225,es,septiembre,セプティエンブレ,9月,,,月,,,月,
226,es,octubre,オクトゥブレ,10月,,,月,,,月,
227,es,noviembre,ノビエンブレ,11月,,,月,,,月,
228,es,diciembre,ディシエンブレ,12月,,,月,,,月,
229,es,Me llevo esto,メジェボエスト,これを下さい,,,ショッピング,,,買い物,
230,es,¿Cuánto cuesta?,クアントクエスタ,いくらですか？,,,ショッピング,,,買い物,
231,es,Es muy caro,エスムイカロ,高すぎる,,,ショッピング,,,買い物,
232,es,¿Tiene...?,ティエネ,...ありますか？,,,ショッピング,,,買い物,
233,es,La cuenta por favor,ラクエンタポルファボル,お会計お願いします,,,レストラン,,,買い物,
234,es,¿Me puede ayudar?,メプエデアジュダル,助けてもらえますか？,,,依頼,,,依頼,
235,es,Quisiera...,キシエラ,...したいです,,,願望,,,依頼,
236,es,¿Puedo...?,プエド,...してもいいですか？,,,許可,,,依頼,
237,es,¿Qué hora es?,ケオラエス,何時ですか？,,,時間,,,時間,
238,es,Son las...,ソンラス,...時です,,,時間,,,時間,
239,es,pasado mañana,パサドマニャナ,明後日,,,時間,,,時間,
240,es,anteayer,アンテアジェル,おととい,,,時間,,,時間,
241,es,semana,セマナ,週,,,時間,,,時間,
242,es,mes,メス,月,,,時間,,,時間,
243,es,año,アニョ,年,,,時間,,,時間,
244,es,ahora,アオラ,今,,,時間,,,時間,
245,es,después,デスプエス,後で,,,時間,,,時間,
246,es,antes,アンテス,前に,,,時間,,,時間,
247,es,temprano,テンプラノ,早い,,,時間,,,時間,
248,es,tarde,タルデ,遅い/ 午後,,,時間,,,時間,
249,es,izquierda,イスキエルダ,左,,,方向,,,方向,
250,es,derecha,デレチャ,右,,,方向,,,方向,
