id,lang,text,reading_kana,meaning_ja,tts_text,tts_lang,hint,example,quiz_flags,tags,meta
87,de,teuer,トイアー,高い（値段）,,,形容詞,,,形容詞,
88,de,billig,ビリヒ,安い,,,形容詞,,,形容詞,
89,de,neu,ノイ,新しい,,,形容詞,,,形容詞,
90,de,alt,アルト,古い,,,形容詞,,,形容詞,
91,de,Was?,ヴァス,何？,,,質問詞,,,質問,
92,de,Wer?,ヴェア,誰？,,,質問詞,,,質問,
93,de,Wo?,ヴォー,どこ？,,,質問詞,,,質問,
94,de,Wann?,ヴァン,いつ？,,,質問詞,,,質問,
95,de,Wie?,ヴィー,どう？,,,質問詞,,,質問,
96,de,Wie viel?,ヴィーフィール,いくつ？,,,質問詞,,,質問,
97,de,Warum?,ヴァルム,なぜ？,,,質問詞,,,質問,
98,de,Was ist das?,ヴァスイストダス,これは何？,,,基本質問,,,質問,
99,de,Wo ist...?,ヴォーイスト,...はどこ？,,,場所質問,,,質問,
100,de,Ich verstehe,イッヒフェルシュテーエ,わかりました,,,理解,,,応答,
101,de,Ich verstehe nicht,イッヒフェルシュテーエニヒト,わかりません,,,不理解,,,応答,
102,de,Hund,フント,犬,,,動物,,,語彙,
103,de,Katze,カッツェ,猫,,,動物,,,語彙,
104,de,Vogel,フォーゲル,鳥,,,動物,,,語彙,
105,de,Pferd,プフェルト,馬,,,動物,,,語彙,
106,de,Kuh,クー,牛,,,動物,,,語彙,
107,de,Schwein,シュヴァイン,豚,,,動物,,,語彙,
108,de,Huhn,フーン,鶏,,,動物,,,語彙,
109,de,Bär,ベア,熊,,,動物,,,語彙,
110,de,Löwe,レーヴェ,ライオン,,,動物,,,語彙,
111,de,Elefant,エレファント,象,,,動物,,,語彙,
112,de,Maus,マウス,ねずみ,,,動物,,,語彙,
113,de,Mutter,ムッター,母,,,家族,,,家族,
114,de,Vater,ファーター,父,,,家族,,,家族,
115,de,Bruder,ブルーダー,兄弟,,,家族,,,家族,
116,de,Schwester,シュヴェスター,姉妹,,,家族,,,家族,
117,de,Sohn,ゾーン,息子,,,家族,,,家族,
118,de,Tochter,トホター,娘,,,家族,,,家族,
119,de,Großvater,グロースファーター,祖父,,,家族,,,家族,
120,de,Großmutter,グロースムッター,祖母,,,家族,,,家族,
121,de,Ehemann,エーエマン,夫,,,家族,,,家族,
122,de,Ehefrau,エーエフラウ,妻,,,家族,,,家族,
123,de,Onkel,オンケル,伯父,,,家族,,,家族,
124,de,Tante,タンテ,伯母,,,家族,,,家族,
125,de,Cousin,クージン,いとこ（男）,,,家族,,,家族,
126,de,Cousine,クジーネ,いとこ（女）,,,家族,,,家族,
127,de,Freund,フロイント,友達（男）,,,関係,,,人間関係,
128,de,Freundin,フロインディン,友達（女）,,,関係,,,人間関係,
129,de,Junge,ユンゲ,男の子,,,人,,,人間関係,
130,de,Mädchen,メートヒェン,女の子,,,人,,,人間関係,
131,de,Mann,マン,男性,,,人,,,人間関係,
132,de,Frau,フラウ,女性,,,人,,,人間関係,
133,de,Haus,ハウス,家,,,場所,,,場所,
134,de,Wohnung,ヴォーヌング,アパート,,,場所,,,場所,
135,de,Büro,ビューロ,オフィス,,,場所,,,場所,
136,de,Schule,シューレ,学校,,,場所,,,場所,
137,de,Universität,ウニバージテート,大学,,,場所,,,場所,
138,de,Krankenhaus,クランケンハウス,病院,,,場所,,,場所,
139,de,Restaurant,レストラン,レストラン,,,場所,,,場所,
140,de,Geschäft,ゲシェフト,店,,,場所,,,場所,
141,de,Supermarkt,ズーパーマルクト,スーパー,,,場所,,,場所,
142,de,Bibliothek,ビブリオテーク,図書館,,,場所,,,場所,
143,de,Bahnhof,バーンホーフ,駅,,,場所,,,場所,
144,de,Flughafen,フルークハーフェン,空港,,,場所,,,場所,
145,de,Hotel,ホテル,ホテル,,,場所,,,場所,
146,de,Bank,バンク,銀行,,,場所,,,場所,
147,de,Kirche,キルヒェ,教会,,,場所,,,場所,
148,de,Park,パーク,公園,,,場所,,,場所,
149,de,Strand,シュトラント,ビーチ,,,場所,,,場所,
150,de,Berg,ベルク,山,,,自然,,,自然,
151,de,Fluss,フルス,川,,,自然,,,自然,
152,de,Meer,メーア,海,,,自然,,,自然,
153,de,See,ゼー,湖,,,自然,,,自然,
154,de,Baum,バウム,木,,,自然,,,自然,
155,de,Blume,ブルーメ,花,,,自然,,,自然,
156,de,Sonne,ゾンネ,太陽,,,自然,,,自然,
157,de,Mond,モント,月,,,自然,,,自然,
158,de,Stern,シュテルン,星,,,自然,,,自然,
159,de,Himmel,ヒンメル,空,,,自然,,,自然,
160,de,Erde,エルデ,地球,,,自然,,,自然,
161,de,rot,ロート,赤,,,色,,,色,
162,de,blau,ブラウ,青,,,色,,,色,
163,de,grün,グリューン,緑,,,色,,,色,
164,de,gelb,ゲルプ,黄色,,,色,,,色,
165,de,weiß,ヴァイス,白,,,色,,,色,
166,de,schwarz,シュヴァルツ,黒,,,色,,,色,
167,de,braun,ブラウン,茶色,,,色,,,色,
168,de,orange,オランジュ,オレンジ,,,色,,,色,
169,de,rosa,ローザ,ピンク,,,色,,,色,
170,de,lila,リラ,紫,,,色,,,色,
171,de,grau,グラウ,灰色,,,色,,,色,
172,de,gehen,ゲーエン,行く,,,動詞,,,動詞,
173,de,kommen,コメン,来る,,,動詞,,,動詞,
174,de,arbeiten,アルバイテン,働く,,,動詞,,,動詞,
175,de,lernen,レルネン,勉強する,,,動詞,,,動詞,
176,de,lesen,レーゼン,読む,,,動詞,,,動詞,
177,de,schreiben,シュライベン,書く,,,動詞,,,動詞,
178,de,sprechen,シュプレッヒェン,話す,,,動詞,,,動詞,
179,de,hören,ヘーレン,聞く,,,動詞,,,動詞,
180,de,sehen,ゼーエン,見る,,,動詞,,,動詞,
181,de,kaufen,カウフェン,買う,,,動詞,,,動詞,
182,de,verkaufen,フェアカウフェン,売る,,,動詞,,,動詞,
183,de,schlafen,シュラーフェン,寝る,,,動詞,,,動詞,
184,de,aufwachen,アウフヴァッヘン,起きる,,,動詞,,,動詞,
185,de,laufen,ラウフェン,走る,,,動詞,,,動詞,
186,de,schwimmen,シュヴィンメン,泳ぐ,,,動詞,,,動詞,
187,de,tanzen,タンツェン,踊る,,,動詞,,,動詞,
188,de,singen,ジンゲン,歌う,,,動詞,,,動詞,
189,de,spielen,シュピーレン,遊ぶ,,,動詞,,,動詞,
190,de,kochen,コッヘン,料理する,,,動詞,,,動詞,
191,de,Kopf,コプフ,頭,,,体,,,体,
192,de,Gesicht,ゲジヒト,顔,,,体,,,体,
193,de,Auge,アウゲ,目,,,体,,,体,
194,de,Ohr,オーア,耳,,,体,,,体,
195,de,Nase,ナーゼ,鼻,,,体,,,体,
196,de,Mund,ムント,口,,,体,,,体,
197,de,Zahn,ツァーン,歯,,,体,,,体,
198,de,Zunge,ツンゲ,舌,,,体,,,体,
199,de,Hand,ハント,手,,,体,,,体,
200,de,Finger,フィンガー,指,,,体,,,体,
201,de,Arm,アルム,腕,,,体,,,体,
202,de,Bein,バイン,足,,,体,,,体,
203,de,Fuß,フース,足（先）,,,体,,,体,
204,de,Herz,ヘルツ,心臓,,,体,,,体,
205,de,Magen,マーゲン,胃,,,体,,,体,
206,de,zwanzig,ツヴァンツィヒ,20,,,数字,,,数字,
207,de,dreißig,ドライシヒ,30,,,数字,,,数字,
208,de,vierzig,フィアツィヒ,40,,,数字,,,数字,
209,de,fünfzig,フュンフツィヒ,50,,,数字,,,数字,
210,de,hundert,フンダート,100,,,数字,,,数字,
211,de,tausend,タウゼント,1000,,,数字,,,数字,
212,de,Januar,ヤヌアー,1月,,,月,,,月,
213,de,Februar,フェブルアー,2月,,,月,,,月,
214,de,März,メルツ,3月,,,月,,,月,
215,de,April,アプリル,4月,,,月,,,月,
216,de,Mai,マイ,5月,,,月,,,月,
217,de,Juni,ユーニ,6月,,,月,,,月,
218,de,Juli,ユーリ,7月,,,月,,,月,
219,de,August,アウグスト,8月,,,月,,,月,
220,de,September,ゼプテンバー,9月,,,月,,,月,
221,de,Oktober,オクトーバー,10月,,,月,,,月,
222,de,November,ノヴェンバー,11月,,,月,,,月,
223,de,Dezember,デツェンバー,12月,,,月,,,月,
224,de,Ich nehme das,イッヒネーメダス,これを下さい,,,ショッピング,,,買い物,
225,de,Was kostet das?,ヴァスコステットダス,いくらですか？,,,ショッピング,,,買い物,
226,de,Zu teuer,ツーティア,高すぎる,,,ショッピング,,,買い物,
227,de,Haben Sie...?,ハーベンジー,...ありますか？,,,ショッピング,,,買い物,
228,de,Die Rechnung bitte,ディーレヒヌングビッテ,お会計お願いします,,,レストラン,,,買い物,
229,de,Können Sie mir helfen?,ケネンジーミアヘルフェン,助けてもらえますか？,,,依頼,,,依頼,
230,de,Ich möchte...,イッヒメヒテ,...したいです,,,願望,,,依頼,
231,de,Darf ich...?,ダルフイッヒ,...してもいいですか？,,,許可,,,依頼,
232,de,Wie spät ist es?,ヴィーシュペートイストエス,何時ですか？,,,時間,,,時間,
233,de,Es ist ... Uhr,エスイスト...ウーア,...時です,,,時間,,,時間,
234,de,übermorgen,ユーバーモルゲン,明後日,,,時間,,,時間,
235,de,vorgestern,フォアゲスターン,おととい,,,時間,,,時間,
236,de,Woche,ヴォッヘ,週,,,時間,,,時間,
237,de,Monat,モーナート,月,,,時間,,,時間,
238,de,Jahr,ヤー,年,,,時間,,,時間,
239,de,jetzt,イェッツト,今,,,時間,,,時間,
240,de,später,シュペーター,後で,,,時間,,,時間,
241,de,vorher,フォアヘア,前に,,,時間,,,時間,
242,de,früh,フリュー,早い,,,時間,,,時間,
243,de,spät,シュペート,遅い,,,時間,,,時間,
244,de,links,リンクス,左,,,方向,,,方向,
245,de,rechts,レヒツ,右,,,方向,,,方向,
246,de,geradeaus,ゲラーデアウス,まっすぐ,,,方向,,,方向,
247,de,nah,ナー,近い,,,方向,,,方向,
248,de,weit,ヴァイト,遠い,,,方向,,,方向,
249,de,hier,ヒア,ここ,,,方向,,,方向,
250,de,dort,ドルト,あそこ,,,方向,,,方向,
